"Tabela 5938 - Produto interno bruto a preços correntes, impostos, líquidos de subsídios, sobre produtos a preços correntes e valor adicionado bruto a preços correntes total e por atividade econômica, e respectivas participações - Referência 2010"
"Variável - Produto Interno Bruto a preços correntes (Mil Reais)"
"Cód.";"Município";"Ano"
"4205209";"Erval Velho (SC)";"253179"
"4205308";"Faxinal dos Guedes (SC)";"845387"
"4205357";"Flor do Sertão (SC)";"95653"
"4205407";"Florianópolis (SC)";"31190132"
"4205431";"Formosa do Sul (SC)";"104803"
"4205456";"Forquilhinha (SC)";"1525924"
"4205506";"Fraiburgo (SC)";"1596213"
"4205555";"Frei Rogério (SC)";"114310"
"4205605";"Galvão (SC)";"159894"
"4205704";"Garopaba (SC)";"1005308"
"4205803";"Garuva (SC)";"1982039"
"4205902";"Gaspar (SC)";"5058949"
"4206009";"Governador Celso Ramos (SC)";"661697"
"4206108";"Grão-Pará (SC)";"406387"
"4206207";"Gravatal (SC)";"456981"
"4206306";"Guabiruba (SC)";"1492565"
"4206405";"Guaraciaba (SC)";"615278"
"4206504";"Guaramirim (SC)";"3136750"
"4206603";"Guarujá do Sul (SC)";"262918"
"4206652";"Guatambú (SC)";"617585"
"4206702";"Herval d'Oeste (SC)";"723522"
"4206751";"Ibiam (SC)";"90693"
"4206801";"Ibicaré (SC)";"174344"
"4206900";"Ibirama (SC)";"774395"
"4207007";"Içara (SC)";"4878274"
"4207106";"Ilhota (SC)";"1190605"
"4207205";"Imaruí (SC)";"320780"
"4207304";"Imbituba (SC)";"3250688"
"4207403";"Imbuia (SC)";"319441"
"4207502";"Indaial (SC)";"4484718"
"4207577";"Iomerê (SC)";"381384"
"4207601";"Ipira (SC)";"134995"
"4207650";"Iporã do Oeste (SC)";"486274"
"4207684";"Ipuaçu (SC)";"435900"
"4207700";"Ipumirim (SC)";"564808"
"4207759";"Iraceminha (SC)";"258923"
"4207809";"Irani (SC)";"339803"
"4207858";"Irati (SC)";"78560"
"4207908";"Irineópolis (SC)";"636426"
"4208005";"Itá (SC)";"550222"
"4208104";"Itaiópolis (SC)";"1404662"
"4208203";"Itajaí (SC)";"48195909"
"4208302";"Itapema (SC)";"3799730"
"4208401";"Itapiranga (SC)";"1369949"
"4208450";"Itapoá (SC)";"1990651"
"4208500";"Ituporanga (SC)";"1565743"
"4208609";"Jaborá (SC)";"236970"
"4208708";"Jacinto Machado (SC)";"733562"
"4208807";"Jaguaruna (SC)";"887386"
"4208906";"Jaraguá do Sul (SC)";"15509263"
"4208955";"Jardinópolis (SC)";"82849"
"4209003";"Joaçaba (SC)";"2754514"
"4209102";"Joinville (SC)";"49815877"
"4209151";"José Boiteux (SC)";"171772"
"4209177";"Jupiá (SC)";"109999"
"4209201";"Lacerdópolis (SC)";"186584"
"4209300";"Lages (SC)";"8341650"
"4209409";"Laguna (SC)";"1404150"
"4209458";"Lajeado Grande (SC)";"108719"
"4209508";"Laurentino (SC)";"536261"
"4209607";"Lauro Müller (SC)";"481730"
"4209706";"Lebon Régis (SC)";"466724"
"4209805";"Leoberto Leal (SC)";"169622"
"4209854";"Lindóia do Sul (SC)";"201026"
"4209904";"Lontras (SC)";"579987"
"4210001";"Luiz Alves (SC)";"1138042"
"4210035";"Luzerna (SC)";"346309"
"4210050";"Macieira (SC)";"70008"
"4210100";"Mafra (SC)";"3296812"
"4210209";"Major Gercino (SC)";"86474"
"4210308";"Major Vieira (SC)";"417209"
"4210407";"Maracajá (SC)";"355365"
"4210506";"Maravilha (SC)";"2499223"
"4210555";"Marema (SC)";"111255"
"4210605";"Massaranduba (SC)";"1050211"
"4210704";"Matos Costa (SC)";"77764"
"4210803";"Meleiro (SC)";"469316"
"4210852";"Mirim Doce (SC)";"106937"
"4210902";"Modelo (SC)";"203356"
"4211009";"Mondaí (SC)";"1249317"
"4211058";"Monte Carlo (SC)";"325033"
"4211108";"Monte Castelo (SC)";"285959"
"4211207";"Morro da Fumaça (SC)";"1019641"
"4211256";"Morro Grande (SC)";"194418"
"4211306";"Navegantes (SC)";"7939674"
"4211405";"Nova Erechim (SC)";"266502"
"4211454";"Nova Itaberaba (SC)";"191952"
"4211504";"Nova Trento (SC)";"972888"
"4211603";"Nova Veneza (SC)";"1333549"
"4211652";"Novo Horizonte (SC)";"160908"
"4211702";"Orleans (SC)";"1408944"
"4211751";"Otacílio Costa (SC)";"1267788"
"4211801";"Ouro (SC)";"307202"
"4211850";"Ouro Verde (SC)";"170820"
"4211876";"Paial (SC)";"73788"
"4211892";"Painel (SC)";"111006"
"4211900";"Palhoça (SC)";"10294550"
"4212007";"Palma Sola (SC)";"361215"
"4212056";"Palmeira (SC)";"205053"
"4212106";"Palmitos (SC)";"1211264"
"4212205";"Papanduva (SC)";"1183058"
"4212239";"Paraíso (SC)";"194244"
"4212254";"Passo de Torres (SC)";"301934"
"4212270";"Passos Maia (SC)";"218824"
"4212304";"Paulo Lopes (SC)";"417795"
"4212403";"Pedras Grandes (SC)";"305366"
"4212502";"Penha (SC)";"1340663"
"4212601";"Peritiba (SC)";"166701"
"4212650";"Pescaria Brava (SC)";"164483"
"4212700";"Petrolândia (SC)";"265682"
"4212809";"Balneário Piçarras (SC)";"2097521"
"4212908";"Pinhalzinho (SC)";"1941701"
"4213005";"Pinheiro Preto (SC)";"323209"
"4213104";"Piratuba (SC)";"953671"
"4213153";"Planalto Alegre (SC)";"144007"
"4213203";"Pomerode (SC)";"3184672"
"4213302";"Ponte Alta (SC)";"205504"
"4213351";"Ponte Alta do Norte (SC)";"158355"
"4213401";"Ponte Serrada (SC)";"390492"
"4213500";"Porto Belo (SC)";"2090678"
"4213609";"Porto União (SC)";"1314938"
"4213708";"Pouso Redondo (SC)";"912670"
"4213807";"Praia Grande (SC)";"312294"
"4213906";"Presidente Castello Branco (SC)";"88879"
"4214003";"Presidente Getúlio (SC)";"1091871"
"4214102";"Presidente Nereu (SC)";"81283"
"4214151";"Princesa (SC)";"134567"
"4214201";"Quilombo (SC)";"670409"
"4214300";"Rancho Queimado (SC)";"227902"
"4214409";"Rio das Antas (SC)";"328940"
"4214508";"Rio do Campo (SC)";"265323"
"4214607";"Rio do Oeste (SC)";"348708"
"4214706";"Rio dos Cedros (SC)";"565977"
"4214805";"Rio do Sul (SC)";"4621903"
"4214904";"Rio Fortuna (SC)";"373208"
"4215000";"Rio Negrinho (SC)";"1731868"
"4215059";"Rio Rufino (SC)";"96784"
"4215075";"Riqueza (SC)";"198674"
"4215109";"Rodeio (SC)";"456660"
"4215208";"Romelândia (SC)";"132525"
"4215307";"Salete (SC)";"383453"
"4215356";"Saltinho (SC)";"115351"
"4215406";"Salto Veloso (SC)";"347636"
"4215455";"Sangão (SC)";"701076"
"4215505";"Santa Cecília (SC)";"672250"
"4215554";"Santa Helena (SC)";"128409"
"4215604";"Santa Rosa de Lima (SC)";"108834"
"4215653";"Santa Rosa do Sul (SC)";"277594"
"4215679";"Santa Terezinha (SC)";"342769"
"4215687";"Santa Terezinha do Progresso (SC)";"89006"
"4215695";"Santiago do Sul (SC)";"62417"
"4215703";"Santo Amaro da Imperatriz (SC)";"1749916"
"4215752";"São Bernardino (SC)";"110781"
"4215802";"São Bento do Sul (SC)";"5038223"
"4215901";"São Bonifácio (SC)";"265330"
"4216008";"São Carlos (SC)";"794990"
"4216057";"São Cristóvão do Sul (SC)";"197299"
"4216107";"São Domingos (SC)";"536174"
"4216206";"São Francisco do Sul (SC)";"7396332"
"4216255";"São João do Oeste (SC)";"463168"
"4216305";"São João Batista (SC)";"1303724"
"4216354";"São João do Itaperiú (SC)";"455830"
"4216404";"São João do Sul (SC)";"434705"
"4216503";"São Joaquim (SC)";"1484851"
"4216602";"São José (SC)";"15575672"
"4216701";"São José do Cedro (SC)";"681891"
"4216800";"São José do Cerrito (SC)";"355894"
"4216909";"São Lourenço do Oeste (SC)";"1843473"
"4217006";"São Ludgero (SC)";"1241478"
"4217105";"São Martinho (SC)";"148541"
"4217154";"São Miguel da Boa Vista (SC)";"73871"
"4217204";"São Miguel do Oeste (SC)";"3105098"
"4217253";"São Pedro de Alcântara (SC)";"148311"
"4217303";"Saudades (SC)";"718463"
"4217402";"Schroeder (SC)";"906591"
"4217501";"Seara (SC)";"1506648"
"4217550";"Serra Alta (SC)";"147398"
"4217600";"Siderópolis (SC)";"804482"
"4217709";"Sombrio (SC)";"1304359"
"4217758";"Sul Brasil (SC)";"123620"
"4217808";"Taió (SC)";"1038273"
"4217907";"Tangará (SC)";"760285"
"4217956";"Tigrinhos (SC)";"88349"
"4218004";"Tijucas (SC)";"3687049"
"4218103";"Timbé do Sul (SC)";"197892"
"4218202";"Timbó (SC)";"2737817"
"4218251";"Timbó Grande (SC)";"304453"
"4218301";"Três Barras (SC)";"2060110"
"4218350";"Treviso (SC)";"198900"
"4218400";"Treze de Maio (SC)";"255516"
"4218509";"Treze Tílias (SC)";"1194854"
"4218608";"Trombudo Central (SC)";"433330"
"4218707";"Tubarão (SC)";"6007108"
"4218756";"Tunápolis (SC)";"229506"
"4218806";"Turvo (SC)";"992639"
"4218855";"União do Oeste (SC)";"116753"
"4218905";"Urubici (SC)";"471776"
"4218954";"Urupema (SC)";"131850"
"4219002";"Urussanga (SC)";"1222447"
"4219101";"Vargeão (SC)";"301834"
"4219150";"Vargem (SC)";"100064"
"4219176";"Vargem Bonita (SC)";"661591"
"4219200";"Vidal Ramos (SC)";"401953"
"4219309";"Videira (SC)";"4129523"
"4219358";"Vitor Meireles (SC)";"193745"
"4219408";"Witmarsum (SC)";"197839"
"4219507";"Xanxerê (SC)";"3145565"
"4219606";"Xavantina (SC)";"249450"
"4219705";"Xaxim (SC)";"1737477"
"4219853";"Zortéa (SC)";"135060"
"4220000";"Balneário Rincão (SC)";"420208"
"4300034";"Aceguá (RS)";"382340"
"4300059";"Água Santa (RS)";"418738"
"4300109";"Agudo (RS)";"780152"
"4300208";"Ajuricaba (RS)";"383525"
"4300307";"Alecrim (RS)";"153719"
"4300406";"Alegrete (RS)";"3102028"
"4300455";"Alegria (RS)";"136099"
"4300471";"Almirante Tamandaré do Sul (RS)";"223167"
"4300505";"Alpestre (RS)";"302869"
"4300554";"Alto Alegre (RS)";"72442"
"4300570";"Alto Feliz (RS)";"203171"
"4300604";"Alvorada (RS)";"4129934"
"4300638";"Amaral Ferrador (RS)";"174054"
"4300646";"Ametista do Sul (RS)";"203478"
"4300661";"André da Rocha (RS)";"112013"
"4300703";"Anta Gorda (RS)";"333257"
"4300802";"Antônio Prado (RS)";"926443"
"4300851";"Arambaré (RS)";"233582"
"4300877";"Araricá (RS)";"322955"
"4300901";"Aratiba (RS)";"1185217"
"4301008";"Arroio do Meio (RS)";"1943138"
"4301057";"Arroio do Sal (RS)";"353687"
"4301073";"Arroio do Padre (RS)";"96551"
"4301107";"Arroio dos Ratos (RS)";"404985"
"4301206";"Arroio do Tigre (RS)";"472739"
"4301305";"Arroio Grande (RS)";"965508"
"4301404";"Arvorezinha (RS)";"404652"
"4301503";"Augusto Pestana (RS)";"350687"
"4301552";"Áurea (RS)";"177756"
"4301602";"Bagé (RS)";"4414768"
"4301636";"Balneário Pinhal (RS)";"333149"
"4301651";"Barão (RS)";"462911"
"4301701";"Barão de Cotegipe (RS)";"324769"
"4301750";"Barão do Triunfo (RS)";"142447"
"4301800";"Barracão (RS)";"300015"
"4301859";"Barra do Guarita (RS)";"63072"
"4301875";"Barra do Quaraí (RS)";"332590"
"4301909";"Barra do Ribeiro (RS)";"581054"
"4301925";"Barra do Rio Azul (RS)";"78571"
"4301958";"Barra Funda (RS)";"167382"
"4302006";"Barros Cassal (RS)";"274474"
"4302055";"Benjamin Constant do Sul (RS)";"49986"
"4302105";"Bento Gonçalves (RS)";"9062598"
"4302154";"Boa Vista das Missões (RS)";"173200"
"4302204";"Boa Vista do Buricá (RS)";"354602"
"4302220";"Boa Vista do Cadeado (RS)";"269991"
"4302238";"Boa Vista do Incra (RS)";"196998"
"4302253";"Boa Vista do Sul (RS)";"134912"
"4302303";"Bom Jesus (RS)";"593403"
"4302352";"Bom Princípio (RS)";"951019"
"4302378";"Bom Progresso (RS)";"73593"
"4302402";"Bom Retiro do Sul (RS)";"509725"
"4302451";"Boqueirão do Leão (RS)";"199040"
"4302501";"Bossoroca (RS)";"250550"
"4302584";"Bozano (RS)";"119425"
"4302600";"Braga (RS)";"109439"
"4302659";"Brochier (RS)";"132265"
"4302709";"Butiá (RS)";"567081"
"4302808";"Caçapava do Sul (RS)";"1175802"
"4302907";"Cacequi (RS)";"566823"
"4303004";"Cachoeira do Sul (RS)";"3371237"
"4303103";"Cachoeirinha (RS)";"7781824"
"4303202";"Cacique Doble (RS)";"154022"
"4303301";"Caibaté (RS)";"180412"
"4303400";"Caiçara (RS)";"159894"
"4303509";"Camaquã (RS)";"3154677"
"4303558";"Camargo (RS)";"612435"
"4303608";"Cambará do Sul (RS)";"275332"
"4303673";"Campestre da Serra (RS)";"236802"
"4303707";"Campina das Missões (RS)";"203771"
"4303806";"Campinas do Sul (RS)";"294875"
"4303905";"Campo Bom (RS)";"4528757"
"4304002";"Campo Novo (RS)";"287302"
"4304101";"Campos Borges (RS)";"105020"
"4304200";"Candelária (RS)";"1234677"
"4304309";"Cândido Godói (RS)";"375022"
"4304358";"Candiota (RS)";"1699384"
"4304408";"Canela (RS)";"1959719"
"4304507";"Canguçu (RS)";"1825528"
"4304606";"Canoas (RS)";"29166697"
"4304614";"Canudos do Vale (RS)";"66953"
"4304622";"Capão Bonito do Sul (RS)";"223071"
"4304630";"Capão da Canoa (RS)";"2588161"
"4304655";"Capão do Cipó (RS)";"220126"
"4304663";"Capão do Leão (RS)";"854022"
"4304671";"Capivari do Sul (RS)";"399405"
"4304689";"Capela de Santana (RS)";"315947"
"4304697";"Capitão (RS)";"88569"
"4304705";"Carazinho (RS)";"3744967"
"4304713";"Caraá (RS)";"158174"
"4304804";"Carlos Barbosa (RS)";"3815080"
"4304853";"Carlos Gomes (RS)";"61763"
"4304903";"Casca (RS)";"875949"
"4304952";"Caseiros (RS)";"177158"
"4305009";"Catuípe (RS)";"425026"
"4305108";"Caxias do Sul (RS)";"37860602"
"4305116";"Centenário (RS)";"123347"
"4305124";"Cerrito (RS)";"131166"
"4305132";"Cerro Branco (RS)";"104220"
"4305157";"Cerro Grande (RS)";"61938"
"4305173";"Cerro Grande do Sul (RS)";"251120"
"4305207";"Cerro Largo (RS)";"807007"
"4305306";"Chapada (RS)";"603053"
"4305355";"Charqueadas (RS)";"1857420"
"4305371";"Charrua (RS)";"125647"
"4305405";"Chiapetta (RS)";"265708"
"4305439";"Chuí (RS)";"522360"
"4305447";"Chuvisca (RS)";"163415"
"4305454";"Cidreira (RS)";"406916"
"4305504";"Ciríaco (RS)";"233410"
"4305587";"Colinas (RS)";"90398"
"4305603";"Colorado (RS)";"198977"
"4305702";"Condor (RS)";"470592"
"4305801";"Constantina (RS)";"471925"
"4305835";"Coqueiro Baixo (RS)";"56011"
"4305850";"Coqueiros do Sul (RS)";"139283"
"4305871";"Coronel Barros (RS)";"143058"
"4305900";"Coronel Bicaco (RS)";"397095"
"4305934";"Coronel Pilar (RS)";"58153"
"4305959";"Cotiporã (RS)";"205102"
"4305975";"Coxilha (RS)";"349364"
"4306007";"Crissiumal (RS)";"500660"
"4306056";"Cristal (RS)";"300530"
"4306072";"Cristal do Sul (RS)";"98787"
"4306106";"Cruz Alta (RS)";"4399886"
"4306130";"Cruzaltense (RS)";"104945"
"4306205";"Cruzeiro do Sul (RS)";"685746"
"4306304";"David Canabarro (RS)";"206880"
"4306320";"Derrubadas (RS)";"117581"
"4306353";"Dezesseis de Novembro (RS)";"51412"
"4306379";"Dilermando de Aguiar (RS)";"202939"
"4306403";"Dois Irmãos (RS)";"2639523"
"4306429";"Dois Irmãos das Missões (RS)";"125757"
"4306452";"Dois Lajeados (RS)";"166002"
"4306502";"Dom Feliciano (RS)";"418179"
"4306551";"Dom Pedro de Alcântara (RS)";"83656"
"4306601";"Dom Pedrito (RS)";"2288172"
"4306700";"Dona Francisca (RS)";"112216"
"4306734";"Doutor Maurício Cardoso (RS)";"228266"
"4306759";"Doutor Ricardo (RS)";"89704"
"4306767";"Eldorado do Sul (RS)";"2623491"
"4306809";"Encantado (RS)";"1411422"
"4306908";"Encruzilhada do Sul (RS)";"1189528"
"4306924";"Engenho Velho (RS)";"50748"
"4306932";"Entre-Ijuís (RS)";"478944"
"4306957";"Entre Rios do Sul (RS)";"209711"
"4306973";"Erebango (RS)";"152046"
"4307005";"Erechim (RS)";"8497106"
"4307054";"Ernestina (RS)";"163434"
"4307104";"Herval (RS)";"199383"
"4307203";"Erval Grande (RS)";"161672"
"4307302";"Erval Seco (RS)";"299811"
"4307401";"Esmeralda (RS)";"363781"
"4307450";"Esperança do Sul (RS)";"101346"
"4307500";"Espumoso (RS)";"861538"
"4307559";"Estação (RS)";"397872"
"4307609";"Estância Velha (RS)";"2309196"
"4307708";"Esteio (RS)";"3998587"
"4307807";"Estrela (RS)";"2376913"
"4307815";"Estrela Velha (RS)";"145289"
"4307831";"Eugênio de Castro (RS)";"224862"
"4307864";"Fagundes Varela (RS)";"189848"
"4307906";"Farroupilha (RS)";"4960621"
"4308003";"Faxinal do Soturno (RS)";"298533"
"4308052";"Faxinalzinho (RS)";"113640"
"4308078";"Fazenda Vilanova (RS)";"145766"
"4308102";"Feliz (RS)";"676581"
"4308201";"Flores da Cunha (RS)";"3336288"
"4308250";"Floriano Peixoto (RS)";"77406"
"4308300";"Fontoura Xavier (RS)";"260495"
"4308409";"Formigueiro (RS)";"263216"
"4308433";"Forquetinha (RS)";"64513"
"4308458";"Fortaleza dos Valos (RS)";"330898"
"4308508";"Frederico Westphalen (RS)";"1792336"
"4308607";"Garibaldi (RS)";"3565442"
"4308656";"Garruchos (RS)";"134739"
"4308706";"Gaurama (RS)";"349016"
"4308805";"General Câmara (RS)";"234058"
"4308854";"Gentil (RS)";"152256"
"4308904";"Getúlio Vargas (RS)";"879960"
"4309001";"Giruá (RS)";"1017468"
"4309050";"Glorinha (RS)";"595369"
"4309100";"Gramado (RS)";"3565830"
"4309126";"Gramado dos Loureiros (RS)";"87589"
"4309159";"Gramado Xavier (RS)";"124280"
"4309209";"Gravataí (RS)";"15545558"
"4309258";"Guabiju (RS)";"107684"
"4309308";"Guaíba (RS)";"9001785"
"4309407";"Guaporé (RS)";"1264537"
"4309506";"Guarani das Missões (RS)";"295743"
"4309555";"Harmonia (RS)";"306941"
"4309571";"Herveiras (RS)";"88439"
"4309605";"Horizontina (RS)";"1828050"
"4309654";"Hulha Negra (RS)";"228860"
"4309704";"Humaitá (RS)";"218021"
"4309753";"Ibarama (RS)";"105469"
"4309803";"Ibiaçá (RS)";"298761"
"4309902";"Ibiraiaras (RS)";"380199"
"4309951";"Ibirapuitã (RS)";"188102"
"4310009";"Ibirubá (RS)";"1708042"
"4310108";"Igrejinha (RS)";"2656127"
"4310207";"Ijuí (RS)";"6105244"
"4310306";"Ilópolis (RS)";"164900"
"4310330";"Imbé (RS)";"762866"
"4310363";"Imigrante (RS)";"590476"
"4310405";"Independência (RS)";"443606"
"4310413";"Inhacorá (RS)";"76396"
"4310439";"Ipê (RS)";"392922"
"4310462";"Ipiranga do Sul (RS)";"122376"
"4310504";"Iraí (RS)";"255785"
"4310538";"Itaara (RS)";"304167"
"4310553";"Itacurubi (RS)";"114342"
"4310579";"Itapuca (RS)";"93881"
"4310603";"Itaqui (RS)";"2068939"
"4310652";"Itati (RS)";"103483"
"4310702";"Itatiba do Sul (RS)";"85113"
"4310751";"Ivorá (RS)";"53952"
"4310801";"Ivoti (RS)";"1538878"
"4310850";"Jaboticaba (RS)";"106763"
"4310876";"Jacuizinho (RS)";"125146"
"4310900";"Jacutinga (RS)";"188689"
"4311007";"Jaguarão (RS)";"1034802"
"4311106";"Jaguari (RS)";"328937"
"4311122";"Jaquirana (RS)";"101810"
"4311130";"Jari (RS)";"211635"
"4311155";"Jóia (RS)";"345894"
"4311205";"Júlio de Castilhos (RS)";"1306882"
"4311239";"Lagoa Bonita do Sul (RS)";"84224"
"4311254";"Lagoão (RS)";"149771"
"4311270";"Lagoa dos Três Cantos (RS)";"81864"
"4311304";"Lagoa Vermelha (RS)";"1608163"
"4311403";"Lajeado (RS)";"6705227"
"4311429";"Lajeado do Bugre (RS)";"65433"
"4311502";"Lavras do Sul (RS)";"369845"
"4311601";"Liberato Salzano (RS)";"152571"
"4311627";"Lindolfo Collor (RS)";"353109"
"4311643";"Linha Nova (RS)";"76154"
"4311700";"Machadinho (RS)";"260895"
"4311718";"Maçambará (RS)";"367963"
"4311734";"Mampituba (RS)";"101220"
"4311759";"Manoel Viana (RS)";"303342"
"4311775";"Maquiné (RS)";"228748"
"4311791";"Maratá (RS)";"104147"
"4311809";"Marau (RS)";"3738295"
"4311908";"Marcelino Ramos (RS)";"192535"
"4311981";"Mariana Pimentel (RS)";"117787"
"4312005";"Mariano Moro (RS)";"71583"
"4312054";"Marques de Souza (RS)";"137495"
"4312104";"Mata (RS)";"174006"
"4312138";"Mato Castelhano (RS)";"128502"
"4312153";"Mato Leitão (RS)";"295044"
"4312179";"Mato Queimado (RS)";"61648"
"4312203";"Maximiliano de Almeida (RS)";"159588"
"4312252";"Minas do Leão (RS)";"291061"
"4312302";"Miraguaí (RS)";"200597"
"4312351";"Montauri (RS)";"73733"
"4312377";"Monte Alegre dos Campos (RS)";"117051"
"4312385";"Monte Belo do Sul (RS)";"126816"
"4312401";"Montenegro (RS)";"5259437"
"4312427";"Mormaço (RS)";"102289"
"4312443";"Morrinhos do Sul (RS)";"103248"
"4312450";"Morro Redondo (RS)";"153226"
"4312476";"Morro Reuter (RS)";"304040"
"4312500";"Mostardas (RS)";"494341"
"4312609";"Muçum (RS)";"273363"
"4312617";"Muitos Capões (RS)";"950302"
"4312625";"Muliterno (RS)";"71170"
"4312658";"Não-Me-Toque (RS)";"2951960"
"4312674";"Nicolau Vergueiro (RS)";"101823"
"4312708";"Nonoai (RS)";"539374"
"4312757";"Nova Alvorada (RS)";"201942"
"4312807";"Nova Araçá (RS)";"474775"
"4312906";"Nova Bassano (RS)";"765058"
"4312955";"Nova Boa Vista (RS)";"137786"
"4313003";"Nova Bréscia (RS)";"153973"
"4313011";"Nova Candelária (RS)";"225892"
"4313037";"Nova Esperança do Sul (RS)";"197238"
"4313060";"Nova Hartz (RS)";"1054362"
"4313086";"Nova Pádua (RS)";"115884"
"4313102";"Nova Palma (RS)";"306852"
"4313201";"Nova Petrópolis (RS)";"1103618"
"4313300";"Nova Prata (RS)";"1559276"
"4313334";"Nova Ramada (RS)";"204997"
"4313359";"Nova Roma do Sul (RS)";"206674"
"4313375";"Nova Santa Rita (RS)";"3229383"
"4313391";"Novo Cabrais (RS)";"131684"
"4313409";"Novo Hamburgo (RS)";"11936582"
"4313425";"Novo Machado (RS)";"140899"
"4313441";"Novo Tiradentes (RS)";"73353"
"4313466";"Novo Xingu (RS)";"67741"
"4313490";"Novo Barreiro (RS)";"120313"
"4313508";"Osório (RS)";"2141950"
"4313607";"Paim Filho (RS)";"162821"
"4313656";"Palmares do Sul (RS)";"739855"
"4313706";"Palmeira das Missões (RS)";"1708324"
"4313805";"Palmitinho (RS)";"265325"
"4313904";"Panambi (RS)";"4011216"
"4313953";"Pantano Grande (RS)";"576614"
"4314001";"Paraí (RS)";"488256"
"4314027";"Paraíso do Sul (RS)";"230034"
"4314035";"Pareci Novo (RS)";"159254"
"4314050";"Parobé (RS)";"1725746"
"4314068";"Passa Sete (RS)";"144618"
"4314076";"Passo do Sobrado (RS)";"281871"
"4314100";"Passo Fundo (RS)";"14069540"
"4314134";"Paulo Bento (RS)";"238558"
"4314159";"Paverama (RS)";"301262"
"4314175";"Pedras Altas (RS)";"172852"
"4314209";"Pedro Osório (RS)";"242415"
"4314308";"Pejuçara (RS)";"293084"
"4314407";"Pelotas (RS)";"12480919"
"4314423";"Picada Café (RS)";"393452"
"4314456";"Pinhal (RS)";"154127"
"4314464";"Pinhal da Serra (RS)";"249016"
"4314472";"Pinhal Grande (RS)";"500998"
"4314498";"Pinheirinho do Vale (RS)";"140566"
"4314506";"Pinheiro Machado (RS)";"357896"
"4314548";"Pinto Bandeira (RS)";"93134"
"4314555";"Pirapó (RS)";"72016"
"4314605";"Piratini (RS)";"744361"
"4314704";"Planalto (RS)";"325778"
"4314753";"Poço das Antas (RS)";"100774"
"4314779";"Pontão (RS)";"271978"
"4314787";"Ponte Preta (RS)";"78317"
"4314803";"Portão (RS)";"1816677"
"4314902";"Porto Alegre (RS)";"104743272"
"4315008";"Porto Lucena (RS)";"128972"
"4315057";"Porto Mauá (RS)";"79557"
"4315073";"Porto Vera Cruz (RS)";"48373"
"4315107";"Porto Xavier (RS)";"230082"
"4315131";"Pouso Novo (RS)";"57904"
"4315149";"Presidente Lucena (RS)";"371734"
"4315156";"Progresso (RS)";"181523"
"4315172";"Protásio Alves (RS)";"93358"
"4315206";"Putinga (RS)";"153758"
"4315305";"Quaraí (RS)";"720057"
"4315313";"Quatro Irmãos (RS)";"136523"
"4315321";"Quevedos (RS)";"156253"
"4315354";"Quinze de Novembro (RS)";"172891"
"4315404";"Redentora (RS)";"207604"
"4315453";"Relvado (RS)";"75597"
"4315503";"Restinga Sêca (RS)";"643230"
"4315552";"Rio dos Índios (RS)";"116660"
"4315602";"Rio Grande (RS)";"14106680"
"4315701";"Rio Pardo (RS)";"1248019"
"4315750";"Riozinho (RS)";"165772"
"4315800";"Roca Sales (RS)";"626611"
"4315909";"Rodeio Bonito (RS)";"301150"
"4315958";"Rolador (RS)";"91405"
"4316006";"Rolante (RS)";"951008"
"4316105";"Ronda Alta (RS)";"402816"
"4316204";"Rondinha (RS)";"227716"
"4316303";"Roque Gonzales (RS)";"396753"
"4316402";"Rosário do Sul (RS)";"1498313"
"4316428";"Sagrada Família (RS)";"67102"
"4316436";"Saldanha Marinho (RS)";"170089"
"4316451";"Salto do Jacuí (RS)";"594921"
"4316477";"Salvador das Missões (RS)";"162260"
"4316501";"Salvador do Sul (RS)";"395636"
"4316600";"Sananduva (RS)";"877957"
"4316709";"Santa Bárbara do Sul (RS)";"875561"
"4316733";"Santa Cecília do Sul (RS)";"91361"
"4316758";"Santa Clara do Sul (RS)";"427744"
"4316808";"Santa Cruz do Sul (RS)";"13396618"
"4316907";"Santa Maria (RS)";"10932024"
"4316956";"Santa Maria do Herval (RS)";"271501"
"4316972";"Santa Margarida do Sul (RS)";"278310"
"4317004";"Santana da Boa Vista (RS)";"237629"
"4317103";"Sant'Ana do Livramento (RS)";"3143614"
"4317202";"Santa Rosa (RS)";"4530356"
"4317251";"Santa Tereza (RS)";"53742"
"4317301";"Santa Vitória do Palmar (RS)";"1990739"
"4317400";"Santiago (RS)";"1861691"
"4317509";"Santo Ângelo (RS)";"3379818"
"4317558";"Santo Antônio do Palma (RS)";"112425"
"4317608";"Santo Antônio da Patrulha (RS)";"2178831"
"4317707";"Santo Antônio das Missões (RS)";"433323"
"4317756";"Santo Antônio do Planalto (RS)";"166647"
"4317806";"Santo Augusto (RS)";"728450"
"4317905";"Santo Cristo (RS)";"766616"
"4317954";"Santo Expedito do Sul (RS)";"105537"
"4318002";"São Borja (RS)";"2550388"
"4318051";"São Domingos do Sul (RS)";"130564"
"4318101";"São Francisco de Assis (RS)";"592569"
"4318200";"São Francisco de Paula (RS)";"1202082"
"4318309";"São Gabriel (RS)";"2682926"
"4318408";"São Jerônimo (RS)";"712278"
"4318424";"São João da Urtiga (RS)";"198261"
"4318432";"São João do Polêsine (RS)";"117973"
"4318440";"São Jorge (RS)";"113154"
"4318457";"São José das Missões (RS)";"76281"
"4318465";"São José do Herval (RS)";"55694"
